Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Color,Size,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
1083,54,Male,Hat,Accessories,85,South Carolina,Cyan,XL,Winter,2.6,No,Next Day Air,Yes,Yes,30,Venmo,Quarterly
1084,35,Male,Backpack,Accessories,97,Washington,Teal,L,Summer,3.3,No,Store Pickup,Yes,Yes,43,Cash,Weekly
1085,34,Male,T-shirt,Clothing,36,Arkansas,Purple,S,Fall,4.1,No,Next Day Air,Yes,Yes,48,Cash,Quarterly
1086,25,Male,Jewelry,Accessories,85,Utah,Turquoise,M,Winter,3,No,Store Pickup,Yes,Yes,23,Venmo,Fortnightly
1087,53,Male,Sunglasses,Accessories,62,Alaska,Olive,M,Winter,3,No,Free Shipping,Yes,Yes,27,PayPal,Bi-Weekly
1088,45,Male,Jeans,Clothing,71,West Virginia,White,S,Winter,3.4,No,Next Day Air,Yes,Yes,7,Bank Transfer,Monthly
1089,49,Male,Pants,Clothing,21,Louisiana,Turquoise,M,Winter,2.7,No,Free Shipping,Yes,Yes,2,PayPal,Weekly
1090,40,Male,Backpack,Accessories,61,Arizona,Silver,M,Spring,3.8,No,Next Day Air,Yes,Yes,33,PayPal,Bi-Weekly
1091,38,Male,Scarf,Accessories,58,Connecticut,Violet,M,Spring,4.2,No,Store Pickup,Yes,Yes,27,Cash,Fortnightly
1092,44,Male,Sweater,Clothing,80,North Carolina,Lavender,L,Spring,4.7,No,Store Pickup,Yes,Yes,6,Credit Card,Fortnightly
1093,68,Male,Jewelry,Accessories,50,South Dakota,Magenta,L,Spring,4.1,No,2-Day Shipping,Yes,Yes,20,Venmo,Quarterly
1094,60,Male,Sneakers,Footwear,48,Delaware,Indigo,S,Winter,4.2,No,2-Day Shipping,Yes,Yes,46,Venmo,Every 3 Months
1095,25,Male,Jewelry,Accessories,40,Connecticut,Black,M,Winter,4.8,No,Next Day Air,Yes,Yes,25,Cash,Quarterly
1096,19,Male,Coat,Outerwear,34,Tennessee,Peach,S,Summer,3,No,Free Shipping,Yes,Yes,30,Bank Transfer,Quarterly
1097,57,Male,Coat,Outerwear,46,New Hampshire,Beige,S,Fall,2.6,No,Standard,Yes,Yes,48,Credit Card,Annually
1098,58,Male,Sunglasses,Accessories,27,Vermont,Black,M,Summer,3.2,No,Store Pickup,Yes,Yes,47,Bank Transfer,Weekly
1099,49,Male,Handbag,Accessories,98,Idaho,Turquoise,S,Spring,3.6,No,Next Day Air,Yes,Yes,27,Credit Card,Weekly
1100,19,Male,Sweater,Clothing,73,North Carolina,Peach,M,Fall,2.6,No,Next Day Air,Yes,Yes,45,Bank Transfer,Fortnightly
1101,50,Male,Pants,Clothing,28,Nevada,Gold,L,Spring,4.4,No,Express,Yes,Yes,2,Credit Card,Weekly
1102,30,Male,Gloves,Accessories,76,Delaware,Silver,XL,Fall,3,No,Free Shipping,Yes,Yes,39,Cash,Fortnightly
1103,52,Male,Sweater,Clothing,83,Texas,Peach,M,Fall,2.9,No,Express,Yes,Yes,24,Cash,Fortnightly
1104,35,Male,Hoodie,Clothing,23,Tennessee,Charcoal,S,Spring,4.3,No,Free Shipping,Yes,Yes,8,Debit Card,Bi-Weekly
1105,35,Male,Hat,Accessories,28,Delaware,Beige,M,Fall,3.1,No,Express,Yes,Yes,8,Bank Transfer,Quarterly
1106,33,Male,T-shirt,Clothing,83,Massachusetts,Olive,S,Spring,3,No,Next Day Air,Yes,Yes,6,Venmo,Every 3 Months
1107,52,Male,Skirt,Clothing,96,Minnesota,Violet,L,Winter,3.6,No,Store Pickup,Yes,Yes,12,Venmo,Fortnightly
1108,69,Male,Sneakers,Footwear,62,Texas,Peach,M,Fall,2.8,No,Store Pickup,Yes,Yes,26,Bank Transfer,Weekly
1109,27,Male,Shorts,Clothing,25,Nebraska,Teal,M,Fall,2.8,No,Standard,Yes,Yes,50,Cash,Fortnightly
1110,66,Male,Hoodie,Clothing,97,Oklahoma,Violet,L,Winter,4.9,No,Next Day Air,Yes,Yes,2,Venmo,Weekly
1111,28,Male,Hoodie,Clothing,61,Texas,Cyan,L,Fall,3,No,Standard,Yes,Yes,31,Cash,Bi-Weekly
1112,22,Male,Shoes,Footwear,66,New York,Olive,S,Summer,4.1,No,Next Day Air,Yes,Yes,4,Credit Card,Bi-Weekly
1113,69,Male,Hoodie,Clothing,67,Washington,Pink,XL,Spring,4.6,No,Free Shipping,Yes,Yes,32,PayPal,Quarterly
1114,28,Male,Sunglasses,Accessories,80,Maryland,Purple,M,Summer,4.8,No,Next Day Air,Yes,Yes,11,PayPal,Bi-Weekly
1115,55,Male,Skirt,Clothing,25,New Hampshire,Violet,L,Fall,2.6,No,Next Day Air,Yes,Yes,47,Bank Transfer,Every 3 Months
1116,30,Male,Hat,Accessories,58,New York,Peach,S,Fall,4,No,2-Day Shipping,Yes,Yes,37,Cash,Weekly
1117,67,Male,Backpack,Accessories,96,Hawaii,Charcoal,M,Winter,4.2,No,Express,Yes,Yes,39,PayPal,Fortnightly
1118,25,Male,Sunglasses,Accessories,77,California,Lavender,L,Spring,4.5,No,Store Pickup,Yes,Yes,24,Credit Card,Monthly
1119,49,Male,Belt,Accessories,65,Indiana,Purple,M,Summer,4.9,No,Standard,Yes,Yes,11,PayPal,Every 3 Months
1120,34,Male,Jewelry,Accessories,36,Louisiana,Indigo,M,Spring,3.1,No,Standard,Yes,Yes,36,Credit Card,Weekly
1121,22,Male,Sneakers,Footwear,84,Pennsylvania,Magenta,M,Winter,4,No,Next Day Air,Yes,Yes,40,Debit Card,Monthly
1122,63,Male,T-shirt,Clothing,58,Florida,Peach,XL,Fall,3.2,No,Express,Yes,Yes,25,Cash,Quarterly
1123,70,Male,Handbag,Accessories,62,North Carolina,Charcoal,S,Spring,4.3,No,2-Day Shipping,Yes,Yes,12,Credit Card,Annually
1124,36,Male,Hat,Accessories,67,Massachusetts,Purple,S,Fall,2.5,No,Store Pickup,Yes,Yes,38,Cash,Monthly
1125,42,Male,Sweater,Clothing,20,Iowa,Orange,M,Spring,4.9,No,Express,Yes,Yes,40,Cash,Quarterly
1126,27,Male,Sandals,Footwear,90,North Dakota,Lavender,M,Summer,2.7,No,2-Day Shipping,Yes,Yes,10,Bank Transfer,Weekly
1127,23,Male,Scarf,Accessories,58,Iowa,Beige,L,Winter,3.4,No,Standard,Yes,Yes,47,Venmo,Fortnightly
1128,50,Male,Shirt,Clothing,53,Delaware,Maroon,XL,Spring,4.8,No,Store Pickup,Yes,Yes,22,Debit Card,Monthly
1129,56,Male,Gloves,Accessories,30,New York,Charcoal,L,Winter,4.7,No,Next Day Air,Yes,Yes,35,Debit Card,Monthly
1130,37,Male,Hoodie,Clothing,65,New Hampshire,White,XL,Winter,4.7,No,Express,Yes,Yes,46,Venmo,Fortnightly
1131,67,Male,Jewelry,Accessories,41,Kentucky,Lavender,M,Summer,3.9,No,Standard,Yes,Yes,30,PayPal,Bi-Weekly
1132,67,Male,Shirt,Clothing,73,Illinois,Black,M,Spring,3.7,No,Express,Yes,Yes,20,Bank Transfer,Monthly
1133,50,Male,Hoodie,Clothing,98,North Carolina,Teal,S,Spring,4.3,No,Store Pickup,Yes,Yes,25,Cash,Fortnightly
1134,36,Male,Shoes,Footwear,36,Connecticut,Magenta,XL,Winter,4.1,No,2-Day Shipping,Yes,Yes,29,Cash,Weekly
1135,62,Male,T-shirt,Clothing,81,Wisconsin,Brown,M,Summer,4.6,No,Express,Yes,Yes,2,Venmo,Every 3 Months
1136,65,Male,Skirt,Clothing,90,Massachusetts,Peach,L,Winter,3.6,No,2-Day Shipping,Yes,Yes,32,Bank Transfer,Quarterly
1137,23,Male,Handbag,Accessories,83,Illinois,Cyan,S,Summer,4.8,No,Free Shipping,Yes,Yes,37,Cash,Monthly
1138,46,Male,Shirt,Clothing,91,New Mexico,Pink,XL,Winter,2.8,No,2-Day Shipping,Yes,Yes,16,Bank Transfer,Every 3 Months
1139,18,Male,Pants,Clothing,36,Iowa,Purple,M,Summer,4.7,No,Express,Yes,Yes,32,Venmo,Fortnightly
1140,58,Male,Coat,Outerwear,53,Alabama,Purple,L,Spring,3.9,No,Standard,Yes,Yes,42,Debit Card,Bi-Weekly
1141,31,Male,Jeans,Clothing,39,Maryland,White,M,Winter,2.6,No,Store Pickup,Yes,Yes,6,Credit Card,Every 3 Months
1142,39,Male,Gloves,Accessories,33,Ohio,Silver,S,Winter,4.7,No,Next Day Air,Yes,Yes,23,PayPal,Fortnightly
1143,69,Male,T-shirt,Clothing,76,Ohio,Green,L,Spring,3.5,No,Store Pickup,Yes,Yes,27,Venmo,Bi-Weekly
1144,68,Male,Boots,Footwear,23,Nevada,Teal,L,Winter,4.4,No,Standard,Yes,Yes,43,PayPal,Quarterly
1145,41,Male,Jeans,Clothing,54,South Carolina,Indigo,S,Fall,4.4,No,2-Day Shipping,Yes,Yes,25,Bank Transfer,Fortnightly
1146,31,Male,Sneakers,Footwear,89,Nevada,Pink,L,Summer,3,No,Express,Yes,Yes,30,Cash,Every 3 Months
1147,48,Male,Sneakers,Footwear,38,Wisconsin,Indigo,M,Summer,4.2,No,Standard,Yes,Yes,7,Bank Transfer,Every 3 Months
1148,59,Male,Hat,Accessories,36,Tennessee,Red,XL,Winter,4.3,No,Next Day Air,Yes,Yes,17,Debit Card,Annually
1149,34,Male,Pants,Clothing,66,Florida,Violet,M,Spring,2.6,No,Store Pickup,Yes,Yes,10,PayPal,Fortnightly
1150,21,Male,Jewelry,Accessories,42,Georgia,Cyan,L,Spring,3.3,No,Store Pickup,Yes,Yes,40,Venmo,Annually
1151,29,Male,Jewelry,Accessories,36,Kentucky,Red,S,Winter,2.7,No,Next Day Air,Yes,Yes,50,Venmo,Bi-Weekly
1152,41,Male,Blouse,Clothing,86,Ohio,Gray,M,Spring,4.2,No,Express,Yes,Yes,24,Credit Card,Weekly
1153,62,Male,Handbag,Accessories,49,Connecticut,Gold,M,Fall,4,No,Standard,Yes,Yes,8,PayPal,Every 3 Months
1154,27,Male,Shirt,Clothing,41,Idaho,Pink,M,Summer,4,No,Free Shipping,Yes,Yes,6,Bank Transfer,Quarterly
1155,49,Male,Dress,Clothing,82,Georgia,Cyan,L,Spring,2.9,No,2-Day Shipping,Yes,Yes,44,Credit Card,Bi-Weekly
1156,67,Male,T-shirt,Clothing,53,Tennessee,Red,S,Fall,2.6,No,Express,Yes,Yes,47,PayPal,Quarterly
1157,20,Male,Shoes,Footwear,21,Hawaii,Gold,M,Summer,4.8,No,Express,Yes,Yes,6,Venmo,Every 3 Months
1158,37,Male,Belt,Accessories,66,Maryland,Charcoal,M,Fall,4.4,No,Standard,Yes,Yes,11,Cash,Quarterly
1159,69,Male,Belt,Accessories,89,Nevada,Orange,L,Summer,4,No,2-Day Shipping,Yes,Yes,41,Bank Transfer,Annually
1160,66,Male,Handbag,Accessories,55,New Hampshire,Blue,L,Fall,3.6,No,2-Day Shipping,Yes,Yes,46,Venmo,Every 3 Months
1161,37,Male,Scarf,Accessories,42,North Dakota,Blue,S,Summer,3.2,No,Next Day Air,Yes,Yes,9,Venmo,Bi-Weekly
1162,63,Male,Shorts,Clothing,52,Oklahoma,Orange,S,Fall,3.1,No,2-Day Shipping,Yes,Yes,37,PayPal,Monthly
1163,47,Male,Sandals,Footwear,92,North Carolina,Blue,M,Winter,4.2,No,Express,Yes,Yes,13,PayPal,Weekly
1164,26,Male,Pants,Clothing,56,Tennessee,White,L,Summer,3,No,2-Day Shipping,Yes,Yes,24,Debit Card,Monthly
1165,68,Male,Dress,Clothing,96,Montana,Green,M,Winter,4.2,No,Standard,Yes,Yes,47,PayPal,Quarterly
1166,51,Male,T-shirt,Clothing,64,Wisconsin,Silver,M,Winter,2.9,No,Next Day Air,Yes,Yes,21,Venmo,Every 3 Months
1167,48,Male,Dress,Clothing,48,Connecticut,Lavender,S,Winter,3.7,No,Store Pickup,Yes,Yes,22,Venmo,Fortnightly
1168,60,Male,Socks,Clothing,83,New Jersey,Beige,XL,Summer,3.6,No,Free Shipping,Yes,Yes,16,PayPal,Quarterly
1169,68,Male,Scarf,Accessories,91,Mississippi,Violet,L,Summer,3.6,No,Standard,Yes,Yes,37,Debit Card,Fortnightly
1170,25,Male,Backpack,Accessories,94,Wyoming,Gray,S,Fall,4.5,No,2-Day Shipping,Yes,Yes,3,Cash,Annually
1171,57,Male,Skirt,Clothing,62,Illinois,Red,S,Spring,3.2,No,Express,Yes,Yes,33,Cash,Bi-Weekly
1172,41,Male,Socks,Clothing,55,Louisiana,Lavender,M,Spring,3.9,No,Next Day Air,Yes,Yes,15,Debit Card,Annually
1173,59,Male,Coat,Outerwear,68,Oregon,Peach,L,Spring,4.6,No,Store Pickup,Yes,Yes,42,Bank Transfer,Bi-Weekly
1174,44,Male,Jewelry,Accessories,76,South Dakota,Indigo,M,Winter,2.5,No,Express,Yes,Yes,42,Cash,Bi-Weekly
1175,42,Male,Backpack,Accessories,31,Michigan,Black,M,Winter,4.3,No,Express,Yes,Yes,19,Bank Transfer,Bi-Weekly
1176,35,Male,Belt,Accessories,81,New Jersey,Beige,M,Spring,4.1,No,Store Pickup,Yes,Yes,26,PayPal,Quarterly
1177,36,Male,Dress,Clothing,83,Oregon,Red,M,Winter,4.6,No,Free Shipping,Yes,Yes,39,PayPal,Quarterly
1178,54,Male,Skirt,Clothing,21,Iowa,Black,M,Spring,4.8,No,Standard,Yes,Yes,24,Debit Card,Monthly
1179,37,Male,Dress,Clothing,22,South Carolina,Teal,M,Spring,4.9,No,Express,Yes,Yes,23,Debit Card,Annually
1180,20,Male,T-shirt,Clothing,33,Indiana,Blue,M,Summer,2.8,No,Free Shipping,Yes,Yes,44,Bank Transfer,Annually
1181,23,Male,Skirt,Clothing,23,Oregon,Beige,S,Spring,4.9,No,Standard,Yes,Yes,34,Cash,Monthly
1182,61,Male,Shorts,Clothing,96,New York,Teal,L,Summer,3.5,No,Free Shipping,Yes,Yes,43,Bank Transfer,Quarterly
1183,37,Male,Jewelry,Accessories,21,New Mexico,Maroon,M,Spring,3.8,No,Express,Yes,Yes,45,PayPal,Quarterly
1184,23,Male,Pants,Clothing,39,Louisiana,Yellow,M,Spring,4.5,No,2-Day Shipping,Yes,Yes,4,Credit Card,Weekly
1185,63,Male,Belt,Accessories,73,South Carolina,Indigo,S,Fall,3.4,No,Express,Yes,Yes,19,Credit Card,Annually
1186,47,Male,Jeans,Clothing,64,Maine,Magenta,M,Spring,3.9,No,Standard,Yes,Yes,29,Credit Card,Monthly
1187,63,Male,Jeans,Clothing,68,Indiana,Beige,M,Summer,4.1,No,2-Day Shipping,Yes,Yes,27,Credit Card,Annually
1188,56,Male,Hat,Accessories,89,Iowa,Maroon,L,Fall,3,No,Express,Yes,Yes,37,Credit Card,Every 3 Months
1189,68,Male,Blouse,Clothing,29,Mississippi,Magenta,M,Summer,3.3,No,Next Day Air,Yes,Yes,11,Credit Card,Weekly
1190,64,Male,Shirt,Clothing,97,Arkansas,Teal,XL,Summer,4.9,No,Free Shipping,Yes,Yes,28,Debit Card,Annually
1191,62,Male,Shirt,Clothing,45,South Carolina,Orange,M,Winter,4.3,No,Next Day Air,Yes,Yes,31,Credit Card,Weekly
1192,34,Male,T-shirt,Clothing,70,Indiana,Charcoal,L,Winter,4.1,No,Free Shipping,Yes,Yes,50,Venmo,Quarterly
1193,49,Male,Coat,Outerwear,56,Florida,Turquoise,M,Summer,4,No,2-Day Shipping,Yes,Yes,42,Venmo,Quarterly
1194,40,Male,Jacket,Outerwear,55,Alaska,Pink,L,Fall,5,No,2-Day Shipping,Yes,Yes,18,Credit Card,Fortnightly
1195,50,Male,Hoodie,Clothing,46,New York,Teal,S,Winter,3.1,No,2-Day Shipping,Yes,Yes,6,Credit Card,Fortnightly
1196,25,Male,Scarf,Accessories,95,Texas,White,M,Winter,4,No,2-Day Shipping,Yes,Yes,33,Venmo,Monthly
1197,30,Male,Belt,Accessories,88,North Dakota,Maroon,M,Winter,3.2,No,2-Day Shipping,Yes,Yes,13,Bank Transfer,Bi-Weekly
1198,54,Male,Sneakers,Footwear,92,Vermont,Violet,L,Fall,3.9,No,Standard,Yes,Yes,26,PayPal,Annually
1199,40,Male,Socks,Clothing,49,New Jersey,Brown,M,Summer,3.9,No,2-Day Shipping,Yes,Yes,17,Cash,Annually
1200,49,Male,Sandals,Footwear,89,Maryland,Indigo,M,Fall,4.5,No,Free Shipping,Yes,Yes,3,Debit Card,Weekly
1201,27,Male,Coat,Outerwear,22,Connecticut,Black,XL,Winter,4.4,No,Store Pickup,Yes,Yes,7,PayPal,Weekly
1202,27,Male,Shoes,Footwear,61,Illinois,Black,XL,Summer,3.1,No,2-Day Shipping,Yes,Yes,46,Venmo,Fortnightly
1203,48,Male,Scarf,Accessories,29,Maryland,Olive,S,Spring,2.9,No,Standard,Yes,Yes,14,Venmo,Every 3 Months
1204,40,Male,Sneakers,Footwear,82,Minnesota,Orange,M,Winter,3.7,No,Free Shipping,Yes,Yes,23,Bank Transfer,Annually
1205,67,Male,Belt,Accessories,94,Florida,Pink,M,Spring,3.2,No,2-Day Shipping,Yes,Yes,20,Credit Card,Every 3 Months
1206,52,Male,Handbag,Accessories,99,California,Olive,M,Spring,3.5,No,Standard,Yes,Yes,38,Bank Transfer,Fortnightly
1207,22,Male,Handbag,Accessories,59,Mississippi,Cyan,S,Fall,3,No,Free Shipping,Yes,Yes,16,Venmo,Every 3 Months
1208,62,Male,Boots,Footwear,90,Washington,White,M,Summer,4.1,No,Next Day Air,Yes,Yes,48,Credit Card,Every 3 Months
1209,20,Male,Boots,Footwear,100,Wisconsin,Red,S,Winter,2.9,No,2-Day Shipping,Yes,Yes,8,Debit Card,Annually
1210,41,Male,Pants,Clothing,62,Pennsylvania,Blue,M,Winter,3.8,No,Next Day Air,Yes,Yes,16,Bank Transfer,Monthly
1211,34,Male,Sunglasses,Accessories,78,Missouri,Olive,M,Fall,4.1,No,Next Day Air,Yes,Yes,5,Cash,Quarterly
1212,23,Male,Hoodie,Clothing,94,Oklahoma,Green,M,Spring,4.6,No,Store Pickup,Yes,Yes,14,Venmo,Every 3 Months
1213,32,Male,Shoes,Footwear,74,Pennsylvania,Yellow,M,Summer,2.5,No,Free Shipping,Yes,Yes,18,Credit Card,Weekly
1214,68,Male,Handbag,Accessories,52,Kentucky,Black,XL,Spring,3.7,No,Express,Yes,Yes,14,Debit Card,Every 3 Months
1215,30,Male,Jacket,Outerwear,81,Vermont,Blue,M,Fall,3.8,No,Free Shipping,Yes,Yes,5,Cash,Every 3 Months
1216,66,Male,Blouse,Clothing,20,Oregon,Pink,L,Winter,2.6,No,2-Day Shipping,Yes,Yes,15,Credit Card,Every 3 Months
1217,62,Male,Pants,Clothing,32,Utah,Lavender,XL,Summer,3.7,No,Free Shipping,Yes,Yes,3,Venmo,Every 3 Months
1218,50,Male,Boots,Footwear,63,Nebraska,Cyan,XL,Fall,2.6,No,Free Shipping,Yes,Yes,12,Cash,Every 3 Months
1219,55,Male,Boots,Footwear,79,Pennsylvania,Cyan,M,Spring,3.1,No,Store Pickup,Yes,Yes,43,Cash,Every 3 Months
1220,19,Male,Sweater,Clothing,23,Vermont,Gold,M,Winter,2.5,No,Next Day Air,Yes,Yes,35,Credit Card,Bi-Weekly
1221,67,Male,Gloves,Accessories,64,Kentucky,Green,M,Winter,4.9,No,Express,Yes,Yes,36,Bank Transfer,Quarterly
1222,18,Male,Socks,Clothing,69,Iowa,Red,M,Winter,4.5,No,Standard,Yes,Yes,3,Cash,Quarterly
1223,58,Male,Jeans,Clothing,69,Indiana,Magenta,L,Fall,3.4,No,Store Pickup,Yes,Yes,27,Bank Transfer,Annually
1224,69,Male,Pants,Clothing,24,Kansas,Red,L,Winter,3.9,No,Free Shipping,Yes,Yes,21,Bank Transfer,Weekly
1225,62,Male,Shorts,Clothing,50,Illinois,Yellow,M,Summer,3.7,No,Store Pickup,Yes,Yes,18,Venmo,Weekly
1226,28,Male,Gloves,Accessories,97,North Carolina,Turquoise,S,Fall,2.6,No,Free Shipping,Yes,Yes,16,Debit Card,Weekly
1227,53,Male,Sandals,Footwear,91,Ohio,Cyan,S,Fall,3.4,No,Store Pickup,Yes,Yes,18,Venmo,Bi-Weekly
1228,27,Male,Blouse,Clothing,37,Illinois,Yellow,L,Spring,4.9,No,Store Pickup,Yes,Yes,19,Bank Transfer,Bi-Weekly
1229,55,Male,Jacket,Outerwear,55,Indiana,Yellow,S,Winter,3.9,No,Express,Yes,Yes,1,Cash,Annually
1230,34,Male,Jewelry,Accessories,52,Kansas,Maroon,XL,Winter,3.6,No,Express,Yes,Yes,39,Bank Transfer,Annually
1231,25,Male,Hat,Accessories,80,Illinois,Brown,L,Spring,4.6,No,Standard,Yes,Yes,49,Venmo,Monthly
1232,66,Male,Socks,Clothing,79,Pennsylvania,Gold,M,Spring,4,No,2-Day Shipping,Yes,Yes,43,Credit Card,Fortnightly
1233,57,Male,Handbag,Accessories,23,New York,Charcoal,M,Summer,3.6,No,Free Shipping,Yes,Yes,31,Debit Card,Every 3 Months
1234,46,Male,Pants,Clothing,73,Utah,Beige,L,Winter,3.5,No,Next Day Air,Yes,Yes,40,Venmo,Every 3 Months
1235,38,Male,Gloves,Accessories,99,New Jersey,Indigo,M,Fall,4.1,No,Store Pickup,Yes,Yes,2,Bank Transfer,Bi-Weekly
1236,23,Male,Sweater,Clothing,22,Idaho,Red,M,Spring,3,No,Store Pickup,Yes,Yes,46,PayPal,Every 3 Months
1237,42,Male,Hat,Accessories,68,New Mexico,White,M,Summer,4.4,No,Store Pickup,Yes,Yes,35,Debit Card,Every 3 Months
1238,25,Male,Dress,Clothing,92,Michigan,Charcoal,S,Spring,4.4,No,2-Day Shipping,Yes,Yes,42,Credit Card,Quarterly
1239,55,Male,Pants,Clothing,77,Wyoming,Violet,M,Winter,3.7,No,Express,Yes,Yes,3,Venmo,Fortnightly
1240,62,Male,Coat,Outerwear,37,New Jersey,Magenta,XL,Spring,4.8,No,Standard,Yes,Yes,32,Debit Card,Every 3 Months
1241,41,Male,Scarf,Accessories,79,New Jersey,White,L,Winter,2.9,No,Store Pickup,Yes,Yes,48,Debit Card,Annually
1242,58,Male,Hoodie,Clothing,51,Hawaii,Pink,XL,Winter,3.1,No,Express,Yes,Yes,34,Credit Card,Weekly
1243,56,Male,Socks,Clothing,27,Nevada,Lavender,M,Summer,4,No,Next Day Air,Yes,Yes,15,Bank Transfer,Quarterly
1244,25,Male,Blouse,Clothing,23,New Hampshire,Pink,S,Spring,3,No,Store Pickup,Yes,Yes,22,Debit Card,Annually
1245,70,Male,Socks,Clothing,76,Indiana,Silver,S,Summer,3.9,No,2-Day Shipping,Yes,Yes,2,Cash,Monthly
1246,42,Male,Dress,Clothing,31,New York,Violet,M,Fall,3.4,No,Standard,Yes,Yes,30,Bank Transfer,Weekly
1247,27,Male,Hoodie,Clothing,60,Louisiana,Charcoal,M,Winter,2.7,No,Standard,Yes,Yes,27,Cash,Monthly
1248,65,Male,T-shirt,Clothing,99,Virginia,Charcoal,M,Spring,3.5,No,Express,Yes,Yes,18,Venmo,Bi-Weekly
1249,62,Male,Hat,Accessories,37,Wisconsin,Red,XL,Winter,3,No,Free Shipping,Yes,Yes,8,Credit Card,Annually
1250,62,Male,Boots,Footwear,50,Oregon,Peach,M,Winter,4.5,No,Express,Yes,Yes,48,Venmo,Fortnightly
1251,52,Male,Jeans,Clothing,26,New Hampshire,Purple,XL,Winter,4.1,No,Free Shipping,Yes,Yes,24,Cash,Monthly
1252,56,Male,Shorts,Clothing,86,Indiana,Orange,XL,Spring,5,No,Next Day Air,Yes,Yes,43,Credit Card,Monthly
1253,28,Male,Sandals,Footwear,41,Massachusetts,Magenta,L,Fall,4,No,Standard,Yes,Yes,8,Cash,Quarterly
1254,39,Male,Sandals,Footwear,23,Montana,Red,XL,Winter,4.9,No,Express,Yes,Yes,49,PayPal,Annually
1255,54,Male,Sneakers,Footwear,56,California,Black,XL,Spring,3.3,No,2-Day Shipping,Yes,Yes,2,Credit Card,Bi-Weekly
1256,30,Male,Hat,Accessories,68,Indiana,Peach,M,Fall,4.1,No,Standard,Yes,Yes,38,Cash,Fortnightly
1257,45,Male,Coat,Outerwear,48,West Virginia,Olive,S,Winter,3.6,No,Express,Yes,Yes,4,Cash,Fortnightly
1258,68,Male,Dress,Clothing,67,Minnesota,Gold,L,Spring,3,No,Free Shipping,Yes,Yes,31,Cash,Every 3 Months
1259,47,Male,Boots,Footwear,87,Ohio,Gold,XL,Spring,4.1,No,2-Day Shipping,Yes,Yes,34,Debit Card,Every 3 Months
1260,68,Male,Skirt,Clothing,64,Minnesota,Turquoise,M,Fall,3.9,No,Standard,Yes,Yes,45,Credit Card,Monthly
1261,63,Male,Shirt,Clothing,93,Virginia,Green,XL,Spring,4.1,No,Store Pickup,Yes,Yes,30,Debit Card,Quarterly
1262,20,Male,Shirt,Clothing,29,Connecticut,Maroon,L,Summer,2.8,No,Next Day Air,Yes,Yes,2,Credit Card,Fortnightly
1263,29,Male,Boots,Footwear,62,Tennessee,Brown,L,Winter,4.8,No,Store Pickup,Yes,Yes,44,Venmo,Monthly
1264,41,Male,Hoodie,Clothing,70,Delaware,Brown,L,Winter,4.6,No,2-Day Shipping,Yes,Yes,1,Credit Card,Bi-Weekly
1265,52,Male,Sweater,Clothing,92,Vermont,Blue,S,Winter,2.5,No,Next Day Air,Yes,Yes,1,Venmo,Bi-Weekly
1266,32,Male,Shirt,Clothing,79,Louisiana,Lavender,M,Spring,2.7,No,Next Day Air,Yes,Yes,27,Bank Transfer,Weekly
1267,20,Male,Blouse,Clothing,31,North Dakota,Peach,M,Fall,4,No,Standard,Yes,Yes,14,Debit Card,Every 3 Months
1268,47,Male,T-shirt,Clothing,83,Oregon,Gray,S,Spring,2.7,No,Standard,Yes,Yes,41,Cash,Weekly
1269,23,Male,Jacket,Outerwear,88,Idaho,Charcoal,XL,Winter,2.9,No,Next Day Air,Yes,Yes,25,Debit Card,Bi-Weekly
1270,43,Male,Jewelry,Accessories,53,Vermont,Lavender,M,Spring,3,No,Standard,Yes,Yes,47,PayPal,Quarterly
1271,67,Male,Hoodie,Clothing,98,West Virginia,Green,M,Fall,3.3,No,Standard,Yes,Yes,20,Cash,Annually
1272,70,Male,Jewelry,Accessories,57,Kentucky,Gray,S,Spring,4.3,No,Store Pickup,Yes,Yes,42,PayPal,Annually
1273,35,Male,Sandals,Footwear,80,Wisconsin,Orange,M,Winter,4.4,No,Express,Yes,Yes,16,Bank Transfer,Monthly
1274,41,Male,Jeans,Clothing,29,Mississippi,Silver,L,Spring,4.1,No,Next Day Air,Yes,Yes,32,Credit Card,Every 3 Months
1275,54,Male,Hat,Accessories,73,Missouri,Olive,M,Spring,3.1,No,2-Day Shipping,Yes,Yes,37,PayPal,Quarterly
1276,55,Male,Sweater,Clothing,32,Arkansas,Turquoise,S,Fall,4.5,No,Standard,Yes,Yes,1,PayPal,Monthly
1277,51,Male,Boots,Footwear,68,Wyoming,Turquoise,L,Spring,4.8,No,Next Day Air,Yes,Yes,37,Bank Transfer,Weekly
1278,19,Male,Blouse,Clothing,97,Rhode Island,Green,L,Spring,5,No,Express,Yes,Yes,5,Venmo,Quarterly
1279,28,Male,Shorts,Clothing,98,Utah,Violet,M,Fall,2.8,No,Next Day Air,Yes,Yes,31,Venmo,Fortnightly
1280,63,Male,Hoodie,Clothing,56,Maryland,Charcoal,L,Fall,3.7,No,Express,Yes,Yes,18,Debit Card,Annually
1281,30,Male,Pants,Clothing,78,Georgia,White,L,Winter,4.4,No,2-Day Shipping,Yes,Yes,39,Venmo,Every 3 Months
